"","year","month","day","gram","counts"
"1484",2020,4,30,"coronavirus cases",5068
"1485",2020,4,30,"new york",5062
"1486",2020,4,30,"19 cases",5036
"1487",2020,4,30,"via youtube",4625
"1488",2020,4,30,"coronavirus outbreak",4576
"1489",2020,4,30,"rel nofollow",4530
"1490",2020,4,30,"href rel",4530
"1491",2020,4,30,"new cases",4494
"1492",2020,4,30,"social distancing",4468
"1493",2020,4,30,"true href",4447
"1494",2020,4,30,"covid19 pandemic",4387
"1495",2020,4,30,"19 crisis",4376
"1496",2020,4,30,"coronavirus lockdown",4251
"1497",2020,4,30,"coronavirus crisis",4152
"1498",2020,4,30,"coronavirus covid",3930
"1499",2020,4,30,"death toll",3906
"1500",2020,4,30,"nofollow twitter",3781
"1501",2020,4,30,"stay home",3591
"1502",2020,4,30,"amid coronavirus",3267
"1503",2020,4,30,"due coronavirus",3241
"1504",2020,4,30,"due covid",3169
"1505",2020,4,30,"19 patients",2934
"1506",2020,4,30,"new coronavirus",2905
"1507",2020,4,30,"news coronavirus",2883
"1508",2020,4,30,"bbc news",2848
"1509",2020,4,30,"100 000",2808
"1510",2020,4,30,"donald trump",2776
"1511",2020,4,30,"60 000",2741
"1512",2020,4,30,"twitter web",2704
"1513",2020,4,30,"coronavirus death",2660
"1514",2020,4,30,"coronavirus deaths",2536
"1515",2020,4,30,"wuhan lab",2513
"1516",2020,4,30,"19 deaths",2441
"1517",2020,4,30,"tested positive",2429
"1518",2020,4,30,"pandemia coronavirus",2393
"1519",2020,4,30,"amid covid",2347
"1520",2020,4,30,"19 lockdown",2277
"1521",2020,4,30,"web app",2275
"1522",2020,4,30,"confirmed cases",2269
"1523",2020,4,30,"april 30",2222
"1524",2020,4,30,"due covid19",2155
"1525",2020,4,30,"south korea",2154
"1526",2020,4,30,"coronavirus via",2149
"1527",2020,4,30,"public health",2137
"1528",2020,4,30,"trump says",2119
"1529",2020,4,30,"boris johnson",2104
"1530",2020,5,1,"covid 19",156952
"1531",2020,5,1,"coronavirus pandemic",9335
"1532",2020,5,1,"19 pandemic",7397
"1533",2020,5,1,"coronavirus covid19",6561
"1534",2020,5,1,"covid19 coronavirus",5486
"1535",2020,5,1,"coronavirus lockdown",4081
"1536",2020,5,1,"19 cases",3920
"1537",2020,5,1,"coronavirus cases",3502
"1538",2020,5,1,"new cases",3381
"1539",2020,5,1,"new york",3349
"1540",2020,5,1,"19 crisis",3261
"1541",2020,5,1,"covid19 pandemic",3252
"1542",2020,5,1,"rel nofollow",3177
"1543",2020,5,1,"href rel",3177
"1544",2020,5,1,"coronavirus crisis",3171
"1545",2020,5,1,"true href",3102
"1546",2020,5,1,"coronavirus outbreak",3042
"1547",2020,5,1,"via youtube",2989
"1548",2020,5,1,"coronavirus covid",2955
"1549",2020,5,1,"social distancing",2802
"1550",2020,5,1,"100 000",2738
"1551",2020,5,1,"due covid",2613
"1552",2020,5,1,"stay home",2576
"1553",2020,5,1,"nofollow twitter",2554
"1554",2020,5,1,"death toll",2508
"1555",2020,5,1,"due coronavirus",2507
"1556",2020,5,1,"amid coronavirus",2403
"1557",2020,5,1,"news coronavirus",2386
"1558",2020,5,1,"bbc news",2380
"1559",2020,5,1,"donald trump",2360
"1560",2020,5,1,"tested positive",2080
"1561",2020,5,1,"19 patients",2045
"1562",2020,5,1,"new coronavirus",2044
"1563",2020,5,1,"wuhan lab",2007
"1564",2020,5,1,"positive coronavirus",1900
"1565",2020,5,1,"may 2020",1867
"1566",2020,5,1,"19 lockdown",1851
"1567",2020,5,1,"19 deaths",1793
"1568",2020,5,1,"twitter web",1745
"1569",2020,5,1,"coronavirus via",1737
"1570",2020,5,1,"public health",1723
"1571",2020,5,1,"amid covid",1687
"1572",2020,5,1,"fight covid",1649
"1573",2020,5,1,"due covid19",1642
"1574",2020,5,1,"stay safe",1640
"1575",2020,5,1,"test positive",1622
"1576",2020,5,1,"confirmed cases",1617
"1577",2020,5,1,"19 via",1579
"1578",2020,5,1,"coronavirus death",1572
"1579",2020,5,1,"coronavirus patients",1548
"1580",2020,5,1,"du coronavirus",1507
"1581",2020,5,2,"covid 19",178134
"1582",2020,5,2,"coronavirus pandemic",9033
"1583",2020,5,2,"coronavirus covid19",7379
"1584",2020,5,2,"19 pandemic",5965
"1585",2020,5,2,"covid19 coronavirus",5676
"1586",2020,5,2,"new cases",5117
"1587",2020,5,2,"coronavirus cases",5081
"1588",2020,5,2,"19 cases",4950
"1589",2020,5,2,"cashless society",4768
"1590",2020,5,2,"new york",4599
"1591",2020,5,2,"coronavirus lockdown",4425
"1592",2020,5,2,"death toll",3894
"1593",2020,5,2,"via youtube",3874
"1594",2020,5,2,"coronavirus covid",3757
"1595",2020,5,2,"social distancing",3429
"1596",2020,5,2,"covid__19 coronavirus",3324
"1597",2020,5,2,"stay home",3285
"1598",2020,5,2,"coronavirus outbreak",3251
"1599",2020,5,2,"coronavirus crisis",3097
"1600",2020,5,2,"href rel",3074
"1601",2020,5,2,"rel nofollow",3074
"1602",2020,5,2,"true href",3014
"1603",2020,5,2,"19 deaths",2841
"1604",2020,5,2,"new coronavirus",2839
"1605",2020,5,2,"coronavirus death",2623
"1606",2020,5,2,"may 2020",2601
"1607",2020,5,2,"nofollow twitter",2596
"1608",2020,5,2,"white house",2560
"1609",2020,5,2,"due coronavirus",2553
"1610",2020,5,2,"covid19 pandemic",2544
"1611",2020,5,2,"due covid",2537
"1612",2020,5,2,"confirmed cases",2537
"1613",2020,5,2,"19 crisis",2429
"1614",2020,5,2,"19 patients",2398
"1615",2020,5,2,"coronavirus deaths",2380
"1616",2020,5,2,"nuevos casos",2318
"1617",2020,5,2,"amid coronavirus",2252
"1618",2020,5,2,"bbc news",2210
"1619",2020,5,2,"coronavirus via",2192
"1620",2020,5,2,"news coronavirus",2116
"1621",2020,5,2,"19 via",2091
"1622",2020,5,2,"tested positive",2067
"1623",2020,5,2,"towards cashless",2045
"1624",2020,5,2,"bill gates",2029
"1625",2020,5,2,"coronavirus patients",2018
"1626",2020,5,2,"casos covid",2012
"1627",2020,5,2,"coronavirus covid__19",1999
"1628",2020,5,2,"coronavirus response",1980
"1629",2020,5,2,"new covid",1953
"1630",2020,5,2,"100 000",1949
"1631",2020,5,2,"casos coronavirus",1894
"1632",2020,5,3,"covid 19",188405
"1633",2020,5,3,"coronavirus pandemic",9776
"1634",2020,5,3,"coronavirus covid19",7657
"1635",2020,5,3,"19 pandemic",6232
"1636",2020,5,3,"coronavirus cases",6040
"1637",2020,5,3,"new cases",5756
"1638",2020,5,3,"covid19 coronavirus",5675
"1639",2020,5,3,"19 cases",5240
"1640",2020,5,3,"death toll",4881
"1641",2020,5,3,"new york",4272
"1642",2020,5,3,"coronavirus lockdown",4268
"1643",2020,5,3,"social distancing",4256
"1644",2020,5,3,"via youtube",4053
"1645",2020,5,3,"coronavirus outbreak",3783
"1646",2020,5,3,"cashless society",3730
"1647",2020,5,3,"coronavirus covid",3626
"1648",2020,5,3,"coronavirus crisis",3584
"1649",2020,5,3,"new coronavirus",3549
"1650",2020,5,3,"stay home",3497
"1651",2020,5,3,"href rel",3459
"1652",2020,5,3,"rel nofollow",3459
"1653",2020,5,3,"true href",3398
"1654",2020,5,3,"amid coronavirus",3190
"1655",2020,5,3,"coronavirus deaths",3074
"1656",2020,5,3,"coronavirus vaccine",2868
"1657",2020,5,3,"nofollow twitter",2834
"1658",2020,5,3,"may 2020",2813
"1659",2020,5,3,"covid19 pandemic",2758
"1660",2020,5,3,"bbc news",2682
"1661",2020,5,3,"19 deaths",2675
"1662",2020,5,3,"19 crisis",2523
"1663",2020,5,3,"bill gates",2491
"1664",2020,5,3,"confirmed cases",2456
"1665",2020,5,3,"due coronavirus",2448
"1666",2020,5,3,"100 000",2445
"1667",2020,5,3,"news coronavirus",2442
"1668",2020,5,3,"nuevos casos",2329
"1669",2020,5,3,"due covid",2326
"1670",2020,5,3,"boris johnson",2310
"1671",2020,5,3,"coronavirus death",2267
"1672",2020,5,3,"19 patients",2175
"1673",2020,5,3,"george bush",2171
"1674",2020,5,3,"casos coronavirus",2152
"1675",2020,5,3,"donald trump",2098
"1676",2020,5,3,"wuhan lab",2088
"1677",2020,5,3,"casos covid",2033
"1678",2020,5,3,"united states",2032
"1679",2020,5,3,"mike pompeo",2012
"1680",2020,5,3,"casos confirmados",2011
"1681",2020,5,3,"public health",1998
"1682",2020,5,3,"covid19 cases",1993
"1683",2020,5,4,"covid 19",213760
"1684",2020,5,4,"coronavirus pandemic",12387
"1685",2020,5,4,"coronavirus covid19",9607
"1686",2020,5,4,"19 pandemic",9179
"1687",2020,5,4,"covid19 coronavirus",8159
"1688",2020,5,4,"coronavirus cases",5865
"1689",2020,5,4,"death toll",5666
"1690",2020,5,4,"new cases",5511
"1691",2020,5,4,"19 cases",5252
"1692",2020,5,4,"social distancing",5135
"1693",2020,5,4,"coronavirus lockdown",4935
"1694",2020,5,4,"covidー19 coronavirus",4357
"1695",2020,5,4,"new york",4313
"1696",2020,5,4,"href rel",4239
"1697",2020,5,4,"rel nofollow",4239
"1698",2020,5,4,"covid19 pandemic",4234
"1699",2020,5,4,"true href",4155
"1700",2020,5,4,"via youtube",4033
"1701",2020,5,4,"coronavirus outbreak",3909
"1702",2020,5,4,"cashless society",3797
"1703",2020,5,4,"amid coronavirus",3696
"1704",2020,5,4,"coronavirus covid",3654
"1705",2020,5,4,"19 crisis",3584
"1706",2020,5,4,"100 000",3535
"1707",2020,5,4,"nofollow twitter",3453
"1708",2020,5,4,"due covid",3400
"1709",2020,5,4,"coronavirus crisis",3396
"1710",2020,5,4,"new coronavirus",3284
"1711",2020,5,4,"stay home",3270
"1712",2020,5,4,"covidー19 covid19",3193
"1713",2020,5,4,"may 2020",3062
"1714",2020,5,4,"coronavirus deaths",3025
"1715",2020,5,4,"due coronavirus",3000
"1716",2020,5,4,"coronavirus vaccine",2987
"1717",2020,5,4,"donald trump",2896
"1718",2020,5,4,"trump administration",2810
"1719",2020,5,4,"bbc news",2751
"1720",2020,5,4,"news coronavirus",2751
"1721",2020,5,4,"coronavirus death",2690
"1722",2020,5,4,"19 deaths",2570
"1723",2020,5,4,"coronavirus covidー19",2497
"1724",2020,5,4,"white house",2452
"1725",2020,5,4,"twitter web",2433
"1726",2020,5,4,"19 patients",2386
"1727",2020,5,4,"china coronavirus",2379
"1728",2020,5,4,"mental health",2337
"1729",2020,5,4,"confirmed cases",2278
"1730",2020,5,4,"due covid19",2264
"1731",2020,5,4,"contact tracing",2263
"1732",2020,5,4,"amid covid",2253
"1733",2020,5,4,"casos covid",2226
"1734",2020,5,5,"covid 19",211355
"1735",2020,5,5,"coronavirus pandemic",10331
"1736",2020,5,5,"19 pandemic",8821
"1737",2020,5,5,"coronavirus covid19",8742
"1738",2020,5,5,"covid19 coronavirus",7745
"1739",2020,5,5,"task force",7550
"1740",2020,5,5,"death toll",7411
"1741",2020,5,5,"new york",5628
"1742",2020,5,5,"19 cases",5276
"1743",2020,5,5,"coronavirus cases",5179
"1744",2020,5,5,"coronavirus task",4958
"1745",2020,5,5,"white house",4633
"1746",2020,5,5,"social distancing",4578
"1747",2020,5,5,"new cases",4526
"1748",2020,5,5,"coronavirus lockdown",4446
"1749",2020,5,5,"via youtube",4424
"1750",2020,5,5,"rel nofollow",4229
"1751",2020,5,5,"href rel",4229
"1752",2020,5,5,"true href",4156
"1753",2020,5,5,"coronavirus death",4154
"1754",2020,5,5,"covid19 pandemic",4037
"1755",2020,5,5,"19 crisis",3928
"1756",2020,5,5,"coronavirus crisis",3756
"1757",2020,5,5,"coronavirus covid",3539
"1758",2020,5,5,"nofollow twitter",3517
"1759",2020,5,5,"new coronavirus",3463
"1760",2020,5,5,"coronavirus deaths",3434
"1761",2020,5,5,"coronavirus outbreak",3154
"1762",2020,5,5,"news coronavirus",3060
"1763",2020,5,5,"amid coronavirus",2955
"1764",2020,5,5,"bbc news",2953
"1765",2020,5,5,"19 patients",2820
"1766",2020,5,5,"19 deaths",2769
"1767",2020,5,5,"due coronavirus",2764
"1768",2020,5,5,"due covid",2755
"1769",2020,5,5,"stay home",2729
"1770",2020,5,5,"coronavirus vaccine",2721
"1771",2020,5,5,"donald trump",2685
"1772",2020,5,5,"may 2020",2622
"1773",2020,5,5,"twitter web",2515
"1774",2020,5,5,"dr fauci",2440
"1775",2020,5,5,"tested positive",2439
"1776",2020,5,5,"contact tracing",2435
"1777",2020,5,5,"coronavirus response",2293
"1778",2020,5,5,"united states",2236
"1779",2020,5,5,"covidー19 coronavirus",2184
"1780",2020,5,5,"web app",2179
"1781",2020,5,5,"casos covid",2164
"1782",2020,5,5,"nuevos casos",2128
"1783",2020,5,5,"due covid19",2117
"1784",2020,5,5,"coronavirus via",2090
"1785",2020,5,6,"covid 19",221590
"1786",2020,5,6,"coronavirus pandemic",11541
"1787",2020,5,6,"19 pandemic",9547
"1788",2020,5,6,"coronavirus covid19",9501
"1789",2020,5,6,"covid19 coronavirus",8790
"1790",2020,5,6,"task force",7660
"1791",2020,5,6,"new york",6545
"1792",2020,5,6,"via youtube",5829
"1793",2020,5,6,"death toll",5615
"1794",2020,5,6,"coronavirus cases",5083
"1795",2020,5,6,"coronavirus crisis",4964
"1796",2020,5,6,"19 cases",4735
"1797",2020,5,6,"covid19 pandemic",4621
"1798",2020,5,6,"new cases",4577
"1799",2020,5,6,"coronavirus task",4557
"1800",2020,5,6,"href rel",4478
"1801",2020,5,6,"rel nofollow",4478
"1802",2020,5,6,"coronavirus lockdown",4411
"1803",2020,5,6,"true href",4389
"1804",2020,5,6,"social distancing",4171
"1805",2020,5,6,"19 crisis",4118
"1806",2020,5,6,"coronavirus covid",3829
"1807",2020,5,6,"nofollow twitter",3645
"1808",2020,5,6,"new coronavirus",3473
"1809",2020,5,6,"coronavirus outbreak",3387
"1810",2020,5,6,"stay home",3382
"1811",2020,5,6,"cashless society",3354
"1812",2020,5,6,"19 patients",3292
"1813",2020,5,6,"white house",3278
"1814",2020,5,6,"amid coronavirus",3216
"1815",2020,5,6,"due covid",3076
"1816",2020,5,6,"donald trump",3016
"1817",2020,5,6,"due coronavirus",2939
"1818",2020,5,6,"19 via",2887
"1819",2020,5,6,"bbc news",2884
"1820",2020,5,6,"coronavirus deaths",2771
"1821",2020,5,6,"may 2020",2738
"1822",2020,5,6,"19 deaths",2654
"1823",2020,5,6,"twitter web",2601
"1824",2020,5,6,"coronavirus response",2586
"1825",2020,5,6,"fake news",2580
"1826",2020,5,6,"news coronavirus",2561
"1827",2020,5,6,"tested positive",2452
"1828",2020,5,6,"nursing homes",2430
"1829",2020,5,6,"coronavirus death",2372
"1830",2020,5,6,"19 response",2310
"1831",2020,5,6,"coronavirus via",2263
"1832",2020,5,6,"public health",2249
"1833",2020,5,6,"web app",2231
"1834",2020,5,6,"positive covid",2207
"1835",2020,5,6,"due covid19",2156
"1836",2020,5,7,"covid 19",226048
"1837",2020,5,7,"coronavirus pandemic",11304
"1838",2020,5,7,"coronavirus covid19",10148
"1839",2020,5,7,"19 pandemic",9600
"1840",2020,5,7,"covid19 coronavirus",9592
"1841",2020,5,7,"covid19 pandemic",6671
"1842",2020,5,7,"new york",6077
"1843",2020,5,7,"via youtube",5498
"1844",2020,5,7,"coronavirus cases",5217
"1845",2020,5,7,"19 cases",5208
"1846",2020,5,7,"coronavirus crisis",5200
"1847",2020,5,7,"positive coronavirus",5038
"1848",2020,5,7,"new cases",5007
"1849",2020,5,7,"coronavirus lockdown",4607
"1850",2020,5,7,"tested positive",4595
"1851",2020,5,7,"rel nofollow",4447
"1852",2020,5,7,"href rel",4447
"1853",2020,5,7,"cashless society",4367
"1854",2020,5,7,"true href",4357
"1855",2020,5,7,"death toll",4241
"1856",2020,5,7,"white house",4127
"1857",2020,5,7,"coronavirus covid",3995
"1858",2020,5,7,"social distancing",3885
"1859",2020,5,7,"nofollow twitter",3568
"1860",2020,5,7,"due coronavirus",3466
"1861",2020,5,7,"19 crisis",3461
"1862",2020,5,7,"amid coronavirus",3435
"1863",2020,5,7,"19 patients",3389
"1864",2020,5,7,"donald trump",3281
"1865",2020,5,7,"new coronavirus",3278
"1866",2020,5,7,"coronavirus outbreak",3266
"1867",2020,5,7,"due covid",3160
"1868",2020,5,7,"bbc news",3075
"1869",2020,5,7,"tests positive",3006
"1870",2020,5,7,"stay home",2969
"1871",2020,5,7,"coronavirus covid_19",2937
"1872",2020,5,7,"may 2020",2933
"1873",2020,5,7,"news coronavirus",2849
"1874",2020,5,7,"pressure israel",2799
"1875",2020,5,7,"urging pressure",2798
"1876",2020,5,7,"israel endgazablockade",2797
"1877",2020,5,7,"public health",2789
"1878",2020,5,7,"covid_19 coronavirus",2683
"1879",2020,5,7,"endgazablockade amid",2669
"1880",2020,5,7,"coronavirus via",2600
"1881",2020,5,7,"positive covid",2573
"1882",2020,5,7,"twitter web",2524
"1883",2020,5,7,"billy niño",2497
"1884",2020,5,7,"coronavirus deaths",2457
"1885",2020,5,7,"19 deaths",2446
"1886",2020,5,7,"amid covid19",2364
"1887",2020,5,8,"covid 19",232359
"1888",2020,5,8,"coronavirus pandemic",10976
"1889",2020,5,8,"coronavirus covid19",9405
"1890",2020,5,8,"penyebaran covid",9291
"1891",2020,5,8,"19 pandemic",8678
"1892",2020,5,8,"covid19 coronavirus",7490
"1893",2020,5,8,"positive coronavirus",6663
"1894",2020,5,8,"white house",6429
"1895",2020,5,8,"19 partisipasicegahcovid19",5979
"1896",2020,5,8,"new york",5769
"1897",2020,5,8,"coronavirus cases",5405
"1898",2020,5,8,"19 cases",5192
"1899",2020,5,8,"tests positive",5187
"1900",2020,5,8,"19 dengan",5160
"1901",2020,5,8,"tested positive",5124
"1902",2020,5,8,"coronavirus lockdown",4614
"1903",2020,5,8,"new cases",4591
"1904",2020,5,8,"covid19 pandemic",4354
"1905",2020,5,8,"via youtube",4347
"1906",2020,5,8,"rel nofollow",4163
"1907",2020,5,8,"href rel",4163
"1908",2020,5,8,"true href",4092
"1909",2020,5,8,"social distancing",4067
"1910",2020,5,8,"cegah penyebaran",4031
"1911",2020,5,8,"cashless society",3969
"1912",2020,5,8,"stay home",3864
"1913",2020,5,8,"coronavirus covid",3776
"1914",2020,5,8,"death toll",3750
"1915",2020,5,8,"yang harus",3728
"1916",2020,5,8,"coronavirus crisis",3607
"1917",2020,5,8,"nofollow twitter",3434
"1918",2020,5,8,"positive covid",3348
"1919",2020,5,8,"dengan menggunakan",3342
"1920",2020,5,8,"menggunakan masker",3324
"1921",2020,5,8,"disiplin dalam",3295
"1922",2020,5,8,"due covid",3204
"1923",2020,5,8,"19 crisis",3186
"1924",2020,5,8,"amid coronavirus",3173
"1925",2020,5,8,"stay safe",3136
"1926",2020,5,8,"kebijakan pemerintah",3111
"1927",2020,5,8,"dalam membantu",3058
"1928",2020,5,8,"kita dalam",3057
"1929",2020,5,8,"dalam menjalankan",3056
"1930",2020,5,8,"besar kita",3052
"1931",2020,5,8,"menjalankan kebijakan",3052
"1932",2020,5,8,"memutuskan penyebaran",3051
"1933",2020,5,8,"partisipasi besar",3050
"1934",2020,5,8,"pemerintah adalah",3050
"1935",2020,5,8,"adalah partisipasi",3050
"1936",2020,5,8,"membantu memutuskan",3050
"1937",2020,5,8,"due coronavirus",2990
"1938",2020,5,9,"covid 19",216857
"1939",2020,5,9,"penyebaran covid",16645
"1940",2020,5,9,"19 dengan",12254
"1941",2020,5,9,"white house",8899
"1942",2020,5,9,"coronavirus pandemic",8839
"1943",2020,5,9,"cegah penyebaran",8606
"1944",2020,5,9,"coronavirus covid19",8437
"1945",2020,5,9,"menggunakan masker",8184
"1946",2020,5,9,"dengan menggunakan",8144
"1947",2020,5,9,"19 partisipasicegahcovid19",7545
"1948",2020,5,9,"stay home",6556
"1949",2020,5,9,"covid19 coronavirus",6514
"1950",2020,5,9,"coronavirus cases",6357
"1951",2020,5,9,"19 pandemic",6163
"1952",2020,5,9,"new york",5976
"1953",2020,5,9,"19 cases",5467
"1954",2020,5,9,"new cases",5409
"1955",2020,5,9,"stay safe",5133
"1956",2020,5,9,"masker partisipasicegahcovid19",5010
"1957",2020,5,9,"tested positive",4596
"1958",2020,5,9,"positive coronavirus",4515
"1959",2020,5,9,"social distancing",4491
"1960",2020,5,9,"chaotic disaster",4452
"1961",2020,5,9,"yang harus",4215
"1962",2020,5,9,"death toll",4214
"1963",2020,5,9,"via youtube",4049
"1964",2020,5,9,"dengan tetap",3984
"1965",2020,5,9,"mencegah penyebaran",3981
"1966",2020,5,9,"bagi asn",3860
"1967",2020,5,9,"tetap dirumah",3819
"1968",2020,5,9,"menunda mudik",3760
"1969",2020,5,9,"dirumah saja",3751
"1970",2020,5,9,"safe stay",3688
"1971",2020,5,9,"pandemi covid",3677
"1972",2020,5,9,"saja dan",3581
"1973",2020,5,9,"berpartisipasi mencegah",3575
"1974",2020,5,9,"coronavirus lockdown",3564
"1975",2020,5,9,"ayo berpartisipasi",3558
"1976",2020,5,9,"mudik stay",3552
"1977",2020,5,9,"dan menunda",3552
"1978",2020,5,9,"covid_19 coronavirus",3504
"1979",2020,5,9,"coronavirus covid",3484
"1980",2020,5,9,"new coronavirus",3407
"1981",2020,5,9,"roy horn",3388
"1982",2020,5,9,"home partisipasicegahcovid19",3367
"1983",2020,5,9,"href rel",3349
"1984",2020,5,9,"rel nofollow",3349
"1985",2020,5,9,"coronavirus response",3340
"1986",2020,5,9,"true href",3283
"1987",2020,5,9,"kebijakan pemerintah",3276
"1988",2020,5,9,"positive covid",3270
"1989",2020,5,10,"covid 19",174310
"1990",2020,5,10,"coronavirus covid19",9795
"1991",2020,5,10,"coronavirus pandemic",8354
"1992",2020,5,10,"white house",8240
"1993",2020,5,10,"covid19 coronavirus",8202
"1994",2020,5,10,"coronavirus cases",6655
"1995",2020,5,10,"19 pandemic",5886
"1996",2020,5,10,"mother day",5632
"1997",2020,5,10,"new cases",5393
"1998",2020,5,10,"19 cases",5305
"1999",2020,5,10,"stay alert",5295
"2000",2020,5,10,"stay home",5191
"2001",2020,5,10,"new york",5036
"2002",2020,5,10,"boris johnson",4832
"2003",2020,5,10,"coronavirus lockdown",4598
"2004",2020,5,10,"death toll",4329
"2005",2020,5,10,"social distancing",4090
"2006",2020,5,10,"via youtube",4068
"2007",2020,5,10,"80 000",4065
"2008",2020,5,10,"new coronavirus",3865
"2009",2020,5,10,"tested positive",3813
"2010",2020,5,10,"positive coronavirus",3775
"2011",2020,5,10,"vonderleyen lagarde",3661
"2012",2020,5,10,"coronavirus covid",3173
"2013",2020,5,10,"href rel",3117
"2014",2020,5,10,"rel nofollow",3117
"2015",2020,5,10,"true href",3043
"2016",2020,5,10,"cashless society",2893
"2017",2020,5,10,"south korea",2816
"2018",2020,5,10,"nursing homes",2742
"2019",2020,5,10,"coronavirus crisis",2726
"2020",2020,5,10,"covid19 pandemic",2706
"2021",2020,5,10,"bbc news",2676
"2022",2020,5,10,"nofollow twitter",2649
"2023",2020,5,10,"positive covid",2631
"2024",2020,5,10,"coronavirus deaths",2598
"2025",2020,5,10,"coronavirus outbreak",2564
"2026",2020,5,10,"news coronavirus",2542
"2027",2020,5,10,"19 patients",2423
"2028",2020,5,10,"19 deaths",2416
"2029",2020,5,10,"back work",2359
"2030",2020,5,10,"new covid",2354
"2031",2020,5,10,"nuevos casos",2346
"2032",2020,5,10,"coronavirus response",2320
"2033",2020,5,10,"may 10",2275
"2034",2020,5,10,"test positive",2239
"2035",2020,5,10,"donald trump",2225
"2036",2020,5,10,"task force",2204
"2037",2020,5,10,"amid coronavirus",2174
"2038",2020,5,10,"casos coronavirus",2166
"2039",2020,5,10,"chaotic disaster",2156
"2040",2020,5,11,"covid 19",209812
"2041",2020,5,11,"coronavirus covid19",9754
"2042",2020,5,11,"white house",9396
"2043",2020,5,11,"coronavirus pandemic",9161
"2044",2020,5,11,"19 pandemic",8949
"2045",2020,5,11,"covid19 coronavirus",8813
"2046",2020,5,11,"coronavirus cases",6296
"2047",2020,5,11,"19 cases",5360
"2048",2020,5,11,"coronavirus lockdown",5023
"2049",2020,5,11,"new york",4962
"2050",2020,5,11,"new cases",4889
"2051",2020,5,11,"cashless society",4466
"2052",2020,5,11,"social distancing",4401
"2053",2020,5,11,"covid19 pandemic",4274
"2054",2020,5,11,"rel nofollow",4196
"2055",2020,5,11,"href rel",4196
"2056",2020,5,11,"80 000",4188
"2057",2020,5,11,"true href",4131
"2058",2020,5,11,"death toll",4129
"2059",2020,5,11,"boris johnson",3888
"2060",2020,5,11,"new coronavirus",3859
"2061",2020,5,11,"coronavirus covid",3857
"2062",2020,5,11,"via youtube",3728
"2063",2020,5,11,"nursing homes",3591
"2064",2020,5,11,"nofollow twitter",3493
"2065",2020,5,11,"19 crisis",3332
"2066",2020,5,11,"coronavirus outbreak",3270
"2067",2020,5,11,"coronavirus crisis",3197
"2068",2020,5,11,"tested positive",3070
"2069",2020,5,11,"stay home",2987
"2070",2020,5,11,"due covid",2953
"2071",2020,5,11,"may 11",2943
"2072",2020,5,11,"19 patients",2727
"2073",2020,5,11,"obamagate obamagate",2706
"2074",2020,5,11,"coronavirus response",2676
"2075",2020,5,11,"bbc news",2588
"2076",2020,5,11,"donald trump",2586
"2077",2020,5,11,"19 deaths",2575
"2078",2020,5,11,"news coronavirus",2568
"2079",2020,5,11,"positive coronavirus",2553
"2080",2020,5,11,"nuevos casos",2536
"2081",2020,5,11,"twitter web",2517
"2082",2020,5,11,"back work",2487
"2083",2020,5,11,"casos covid",2429
"2084",2020,5,11,"coronavirus death",2394
"2085",2020,5,11,"due coronavirus",2349
"2086",2020,5,11,"coronavirus testing",2331
"2087",2020,5,11,"trump administration",2317
"2088",2020,5,11,"amid coronavirus",2305
"2089",2020,5,11,"fake news",2292
"2090",2020,5,11,"casos coronavirus",2274
"2091",2020,5,12,"covid 19",227907
"2092",2020,5,12,"19 siagalawancovid19",21273
"2093",2020,5,12,"dalam membantu",17806
"2094",2020,5,12,"penyebaran covid",17693
"2095",2020,5,12,"pemerintah adalah",17682
"2096",2020,5,12,"salah satu",12874
"2097",2020,5,12,"turut andil",12773
"2098",2020,5,12,"satu cara",12771
"2099",2020,5,12,"andil dalam",12763
"2100",2020,5,12,"himbauan pemerintah",12551
"2101",2020,5,12,"memerangi covid",12472
"2102",2020,5,12,"membantu memerangi",12457
"2103",2020,5,12,"cara masyarakat",12447
"2104",2020,5,12,"masyarakat turut",12439
"2105",2020,5,12,"adalah salah",12279
"2106",2020,5,12,"mematuhi himbauan",11220
"2107",2020,5,12,"stay home",10610
"2108",2020,5,12,"saja dan",10114
"2109",2020,5,12,"stay safe",9252
"2110",2020,5,12,"19 dengan",8683
"2111",2020,5,12,"coronavirus pandemic",8675
"2112",2020,5,12,"mencegah penyebaran",8397
"2113",2020,5,12,"dengan tetap",8303
"2114",2020,5,12,"menunda mudik",8248
"2115",2020,5,12,"dirumah saja",8179
"2116",2020,5,12,"tetap dirumah",8128
"2117",2020,5,12,"safe stay",8123
"2118",2020,5,12,"coronavirus covid19",7999
"2119",2020,5,12,"dan menunda",7954
"2120",2020,5,12,"19 pandemic",7849
"2121",2020,5,12,"berpartisipasi mencegah",7839
"2122",2020,5,12,"mudik stay",7803
"2123",2020,5,12,"ayo berpartisipasi",7745
"2124",2020,5,12,"home siagalawancovid19",7740
"2125",2020,5,12,"covid19 coronavirus",7202
"2126",2020,5,12,"di rumah",6539
"2127",2020,5,12,"memutuskan penyebaran",5473
"2128",2020,5,12,"kebijakan pemerintah",5469
"2129",2020,5,12,"membantu memutuskan",5412
"2130",2020,5,12,"dalam menjalankan",5410
"2131",2020,5,12,"kita dalam",5410
"2132",2020,5,12,"adalah partisipasi",5407
"2133",2020,5,12,"menjalankan kebijakan",5407
"2134",2020,5,12,"besar kita",5373
