"","year","month","day","gram","counts"
"8900",2020,9,23,"donald trump",2135
"8901",2020,9,23,"coronavirus deaths",2115
"8902",2020,9,23,"new coronavirus",2042
"8903",2020,9,23,"public health",1914
"8904",2020,9,23,"protokol kesehatan",1769
"8905",2020,9,23,"boris johnson",1722
"8906",2020,9,23,"second wave",1696
"8907",2020,9,23,"000 americans",1680
"8908",2020,9,23,"1trenggalek tjhinfar21",1672
"8909",2020,9,23,"tjhinfar21 wiwikherma",1650
"8910",2020,9,23,"wiwikherma raninggalek",1639
"8911",2020,9,23,"via youtube",1630
"8912",2020,9,23,"wear mask",1605
"8913",2020,9,23,"19 testing",1569
"8914",2020,9,23,"000 people",1492
"8915",2020,9,23,"coronavirus covid",1477
"8916",2020,9,23,"new york",1458
"8917",2020,9,23,"social distancing",1451
"8918",2020,9,23,"19 di",1451
"8919",2020,9,23,"due covid19",1448
"8920",2020,9,23,"positive coronavirus",1438
"8921",2020,9,23,"covid19 cases",1423
"8922",2020,9,23,"casos coronavirus",1414
"8923",2020,9,23,"united states",1405
"8924",2020,9,23,"test positive",1374
"8925",2020,9,24,"covid 19",158864
"8926",2020,9,24,"tested positive",6000
"8927",2020,9,24,"19 pandemic",5609
"8928",2020,9,24,"19 cases",5358
"8929",2020,9,24,"coronavirus covid19",4785
"8930",2020,9,24,"covid19 coronavirus",4201
"8931",2020,9,24,"coronavirus cases",4085
"8932",2020,9,24,"coronavirus pandemic",3712
"8933",2020,9,24,"zlatan ibrahimovic",3672
"8934",2020,9,24,"positive zlatan",3585
"8935",2020,9,24,"penyebaran covid",3554
"8936",2020,9,24,"new cases",3471
"8937",2020,9,24,"200 000",3241
"8938",2020,9,24,"19 vaccine",3208
"8939",2020,9,24,"new covid",3024
"8940",2020,9,24,"protokol kesehatan",2908
"8941",2020,9,24,"nhs covid",2892
"8942",2020,9,24,"salah satu",2744
"8943",2020,9,24,"19 di",2672
"8944",2020,9,24,"19 app",2574
"8945",2020,9,24,"covid19 pandemic",2439
"8946",2020,9,24,"nuevos casos",2386
"8947",2020,9,24,"coronavirus vaccine",2356
"8948",2020,9,24,"positive covid",2335
"8949",2020,9,24,"casos covid",2181
"8950",2020,9,24,"positive coronavirus",2101
"8951",2020,9,24,"due covid",2069
"8952",2020,9,24,"new coronavirus",2049
"8953",2020,9,24,"new york",1991
"8954",2020,9,24,"second wave",1969
"8955",2020,9,24,"public health",1918
"8956",2020,9,24,"tests positive",1858
"8957",2020,9,24,"19 deaths",1841
"8958",2020,9,24,"mencegah penyebaran",1807
"8959",2020,9,24,"19 testing",1780
"8960",2020,9,24,"untuk memutus",1713
"8961",2020,9,24,"contact tracing",1677
"8962",2020,9,24,"google maps",1666
"8963",2020,9,24,"help us",1636
"8964",2020,9,24,"memutus rantai",1627
"8965",2020,9,24,"coronavirus covid",1611
"8966",2020,9,24,"19 tested",1611
"8967",2020,9,24,"jaga jarak",1603
"8968",2020,9,24,"19 hidupsehatterapkan3m",1596
"8969",2020,9,24,"pencegahan untuk",1595
"8970",2020,9,24,"penularan covid",1564
"8971",2020,9,24,"please help",1560
"8972",2020,9,24,"social distancing",1556
"8973",2020,9,24,"19 99",1518
"8974",2020,9,24,"patuh 3m",1511
"8975",2020,9,24,"casos coronavirus",1507
"8976",2020,9,25,"covid 19",121461
"8977",2020,9,25,"19 cases",4599
"8978",2020,9,25,"protokol kesehatan",4397
"8979",2020,9,25,"19 pandemic",4195
"8980",2020,9,25,"coronavirus cases",3479
"8981",2020,9,25,"coronavirus covid19",3023
"8982",2020,9,25,"coronavirus pandemic",2847
"8983",2020,9,25,"covid19 coronavirus",2777
"8984",2020,9,25,"new cases",2710
"8985",2020,9,25,"19 vaccine",2605
"8986",2020,9,25,"pandemi covid",2578
"8987",2020,9,25,"kesehatan menjadi",2281
"8988",2020,9,25,"mata rantai",2258
"8989",2020,9,25,"memutus mata",2241
"8990",2020,9,25,"saat ini",2218
"8991",2020,9,25,"menerapkan protokol",2198
"8992",2020,9,25,"rantai covid",2121
"8993",2020,9,25,"kita dalam",2098
"8994",2020,9,25,"19 hingga",2089
"8995",2020,9,25,"belum juga",2088
"8996",2020,9,25,"dalam menerapkan",2086
"8997",2020,9,25,"hingga saat",2085
"8998",2020,9,25,"ini belum",2085
"8999",2020,9,25,"juga berakhir",2085
"9000",2020,9,25,"kesadaran kita",2084
"9001",2020,9,25,"menjadi kunci",2082
"9002",2020,9,25,"dan kesadaran",2081
"9003",2020,9,25,"covid19 pandemic",2035
"9004",2020,9,25,"kunci utama",1884
"9005",2020,9,25,"utama memutus",1884
"9006",2020,9,25,"new covid",1872
"9007",2020,9,25,"positive covid",1814
"9008",2020,9,25,"public health",1756
"9009",2020,9,25,"200 000",1696
"9010",2020,9,25,"due covid",1605
"9011",2020,9,25,"tested positive",1603
"9012",2020,9,25,"berakhir pilkadasehatpatuhprokeskedisiplinan",1561
"9013",2020,9,25,"pilkadasehatpatuhprokeskedisiplinan dan",1561
"9014",2020,9,25,"casos covid",1558
"9015",2020,9,25,"thearieair tjhinfar21",1527
"9016",2020,9,25,"coronavirus vaccine",1499
"9017",2020,9,25,"nuevos casos",1491
"9018",2020,9,25,"1trenggalek thearieair",1431
"9019",2020,9,25,"test positive",1404
"9020",2020,9,25,"positive coronavirus",1360
"9021",2020,9,25,"19 restrictions",1329
"9022",2020,9,25,"09 2020",1322
"9023",2020,9,25,"new coronavirus",1317
"9024",2020,9,25,"tjhinfar21 pandemi",1317
"9025",2020,9,25,"19 deaths",1303
"9026",2020,9,25,"penyebaran covid",1297
"9027",2020,9,26,"covid 19",107901
"9028",2020,9,26,"19 cases",4221
"9029",2020,9,26,"protokol kesehatan",3919
"9030",2020,9,26,"19 pandemic",3364
"9031",2020,9,26,"coronavirus cases",3347
"9032",2020,9,26,"pandemi covid",3232
"9033",2020,9,26,"coronavirus covid19",2931
"9034",2020,9,26,"new cases",2729
"9035",2020,9,26,"new covid",2498
"9036",2020,9,26,"covid19 coronavirus",2328
"9037",2020,9,26,"coronavirus pandemic",2291
"9038",2020,9,26,"19 ini",2263
"9039",2020,9,26,"thearieair tjhinfar21",2196
"9040",2020,9,26,"1trenggalek thearieair",2192
"9041",2020,9,26,"adalah kunci",2119
"9042",2020,9,26,"kepatuhan kita",2118
"9043",2020,9,26,"kita melaksanakan",2118
"9044",2020,9,26,"melaksanakan prokes",2118
"9045",2020,9,26,"prokes adalah",2118
"9046",2020,9,26,"kunci mengakhiri",2118
"9047",2020,9,26,"mengakhiri pandemi",2118
"9048",2020,9,26,"ini pilkadasehatpatuhprokes",2082
"9049",2020,9,26,"200 000",1975
"9050",2020,9,26,"19 deaths",1888
"9051",2020,9,26,"tjhinfar21 kepatuhan",1776
"9052",2020,9,26,"nuevos casos",1754
"9053",2020,9,26,"19 vaccine",1643
"9054",2020,9,26,"new coronavirus",1630
"9055",2020,9,26,"new york",1494
"9056",2020,9,26,"social distancing",1469
"9057",2020,9,26,"casos coronavirus",1455
"9058",2020,9,26,"pilkada serentak",1409
"9059",2020,9,26,"casos covid",1409
"9060",2020,9,26,"via youtube",1289
"9061",2020,9,26,"wear mask",1286
"9062",2020,9,26,"covid19 pandemic",1276
"9063",2020,9,26,"public health",1268
"9064",2020,9,26,"lindungi keluargamu",1250
"9065",2020,9,26,"positive covid",1185
"9066",2020,9,26,"coronavirus vaccine",1141
"9067",2020,9,26,"death toll",1140
"9068",2020,9,26,"due covid",1136
"9069",2020,9,26,"coronavirus deaths",1108
"9070",2020,9,26,"19 restrictions",1108
"9071",2020,9,26,"covid19 cases",1099
"9072",2020,9,26,"24 horas",1090
"9073",2020,9,26,"19 app",1060
"9074",2020,9,26,"penyebaran covid",1059
"9075",2020,9,26,"coronavirus covid",1059
"9076",2020,9,26,"boris johnson",1018
"9077",2020,9,26,"nhs covid",1002
"9078",2020,9,27,"covid 19",88664
"9079",2020,9,27,"19 cases",4033
"9080",2020,9,27,"coronavirus covid19",2943
"9081",2020,9,27,"19 pandemic",2843
"9082",2020,9,27,"coronavirus cases",2649
"9083",2020,9,27,"coronavirus pandemic",2611
"9084",2020,9,27,"new cases",2567
"9085",2020,9,27,"covid19 coronavirus",2184
"9086",2020,9,27,"new covid",1903
"9087",2020,9,27,"nuevos casos",1760
"9088",2020,9,27,"200 000",1475
"9089",2020,9,27,"casos covid",1474
"9090",2020,9,27,"new coronavirus",1334
"9091",2020,9,27,"positive covid",1235
"9092",2020,9,27,"19 vaccine",1212
"9093",2020,9,27,"death toll",1189
"9094",2020,9,27,"covid19 pandemic",1177
"9095",2020,9,27,"19 deaths",1173
"9096",2020,9,27,"casos coronavirus",1090
"9097",2020,9,27,"new york",1081
"9098",2020,9,27,"covid19 cases",1074
"9099",2020,9,27,"social distancing",1065
"9100",2020,9,27,"protokol kesehatan",1063
"9101",2020,9,27,"tested positive",1004
"9102",2020,9,27,"coronavirus covid",998
"9103",2020,9,27,"24 horas",979
"9104",2020,9,27,"via youtube",976
"9105",2020,9,27,"53 000",976
"9106",2020,9,27,"due covid",960
"9107",2020,9,27,"27 09",956
"9108",2020,9,27,"second wave",950
"9109",2020,9,27,"public health",928
"9110",2020,9,27,"active cases",874
"9111",2020,9,27,"19 di",858
"9112",2020,9,27,"000 americans",855
"9113",2020,9,27,"penyebaran covid",851
"9114",2020,9,27,"herd immunity",838
"9115",2020,9,27,"wear mask",824
"9116",2020,9,27,"últimas 24",823
"9117",2020,9,27,"coronavirus deaths",816
"9118",2020,9,27,"09 2020",805
"9119",2020,9,27,"boris johnson",794
"9120",2020,9,27,"stay safe",789
"9121",2020,9,27,"coronavirus vaccine",788
"9122",2020,9,27,"19 test",773
"9123",2020,9,27,"000 banderas",764
"9124",2020,9,27,"24 hours",752
"9125",2020,9,27,"cases covid",749
"9126",2020,9,27,"covidー19 covid19",741
"9127",2020,9,27,"united states",736
"9128",2020,9,27,"many people",733
"9129",2020,9,28,"covid 19",133301
"9130",2020,9,28,"19 cases",5588
"9131",2020,9,28,"19 pandemic",5010
"9132",2020,9,28,"coronavirus cases",4384
"9133",2020,9,28,"coronavirus covid19",4238
"9134",2020,9,28,"coronavirus pandemic",3614
"9135",2020,9,28,"death toll",3572
"9136",2020,9,28,"covid19 coronavirus",3558
"9137",2020,9,28,"new cases",3476
"9138",2020,9,28,"new covid",2960
"9139",2020,9,28,"new coronavirus",2823
"9140",2020,9,28,"nuevos casos",2266
"9141",2020,9,28,"covid19 pandemic",2211
"9142",2020,9,28,"task force",2175
"9143",2020,9,28,"casos covid",2101
"9144",2020,9,28,"one million",2094
"9145",2020,9,28,"19 vaccine",1976
"9146",2020,9,28,"facing eviction",1784
"9147",2020,9,28,"positive covid",1775
"9148",2020,9,28,"funding help",1764
"9149",2020,9,28,"petition calling",1761
"9150",2020,9,28,"emergency funding",1760
"9151",2020,9,28,"clear coronavirus",1758
"9152",2020,9,28,"help clear",1757
"9153",2020,9,28,"public health",1756
"9154",2020,9,28,"help renters",1754
"9155",2020,9,28,"signed petition",1753
"9156",2020,9,28,"providing emergency",1753
"9157",2020,9,28,"renters facing",1750
"9158",2020,9,28,"coronavirus arrears",1749
"9159",2020,9,28,"eviction providing",1746
"9160",2020,9,28,"new york",1743
"9161",2020,9,28,"borisjohnson robertjenrick",1742
"9162",2020,9,28,"robertjenrick help",1742
"9163",2020,9,28,"calling borisjohnson",1739
"9164",2020,9,28,"via 38_degrees",1736
"9165",2020,9,28,"second wave",1735
"9166",2020,9,28,"ve signed",1733
"9167",2020,9,28,"nohomeatrisk via",1733
"9168",2020,9,28,"arrears join",1727
"9169",2020,9,28,"join nohomeatrisk",1727
"9170",2020,9,28,"via youtube",1692
"9171",2020,9,28,"casos coronavirus",1687
"9172",2020,9,28,"million people",1676
"9173",2020,9,28,"due covid",1627
"9174",2020,9,28,"white house",1569
"9175",2020,9,28,"coronavirus deaths",1534
"9176",2020,9,28,"coronavirus task",1519
"9177",2020,9,28,"covid19 cases",1467
"9178",2020,9,28,"200 000",1457
"9179",2020,9,28,"19 tests",1447
"9180",2020,9,29,"covid 19",145785
"9181",2020,9,29,"19 pandemic",6115
"9182",2020,9,29,"19 cases",5186
"9183",2020,9,29,"coronavirus covid19",4362
"9184",2020,9,29,"coronavirus pandemic",4298
"9185",2020,9,29,"coronavirus cases",4035
"9186",2020,9,29,"covid19 coronavirus",4020
"9187",2020,9,29,"positive covid",3477
"9188",2020,9,29,"new cases",3281
"9189",2020,9,29,"death toll",3253
"9190",2020,9,29,"19 vaccine",3092
"9191",2020,9,29,"200 000",2638
"9192",2020,9,29,"covid19 pandemic",2633
"9193",2020,9,29,"new covid",2439
"9194",2020,9,29,"coronavirus deaths",2286
"9195",2020,9,29,"19 deaths",2282
"9196",2020,9,29,"tested positive",2276
"9197",2020,9,29,"28 000",2247
"9198",2020,9,29,"joe biden",2172
"9199",2020,9,29,"one million",2168
"9200",2020,9,29,"new york",2148
"9201",2020,9,29,"19 tests",2078
"9202",2020,9,29,"nuevos casos",2077
"9203",2020,9,29,"public health",1990
"9204",2020,9,29,"casos covid",1936
"9205",2020,9,29,"million people",1894
"9206",2020,9,29,"second wave",1892
"9207",2020,9,29,"due covid",1855
"9208",2020,9,29,"coronavirus vaccine",1850
"9209",2020,9,29,"airborne covid19",1848
"9210",2020,9,29,"donald trump",1825
"9211",2020,9,29,"positive coronavirus",1799
"9212",2020,9,29,"new coronavirus",1774
"9213",2020,9,29,"19 outbreak",1647
"9214",2020,9,29,"people died",1554
"9215",2020,9,29,"white house",1539
"9216",2020,9,29,"19 test",1516
"9217",2020,9,29,"coronavirus act",1516
"9218",2020,9,29,"19 testing",1502
"9219",2020,9,29,"well soon",1492
"9220",2020,9,29,"get well",1474
"9221",2020,9,29,"via youtube",1441
"9222",2020,9,29,"died covid",1406
"9223",2020,9,29,"covid19 cases",1403
"9224",2020,9,29,"test positive",1403
"9225",2020,9,29,"united states",1398
"9226",2020,9,29,"casos coronavirus",1394
"9227",2020,9,29,"boris johnson",1358
"9228",2020,9,29,"in person",1336
"9229",2020,9,29,"000 americans",1333
"9230",2020,9,29,"coronavirus covid",1292
"9231",2020,9,30,"covid 19",132328
"9232",2020,9,30,"19 pandemic",5452
"9233",2020,9,30,"19 cases",5121
"9234",2020,9,30,"coronavirus covid19",4055
"9235",2020,9,30,"coronavirus pandemic",3649
"9236",2020,9,30,"coronavirus cases",3406
"9237",2020,9,30,"covid19 coronavirus",3257
"9238",2020,9,30,"new cases",3073
"9239",2020,9,30,"19 vaccine",2953
"9240",2020,9,30,"positive covid",2414
"9241",2020,9,30,"covid19 pandemic",2384
"9242",2020,9,30,"due covid",2367
"9243",2020,9,30,"new covid",2136
"9244",2020,9,30,"nuevos casos",1999
"9245",2020,9,30,"casos covid",1738
"9246",2020,9,30,"joe biden",1734
"9247",2020,9,30,"new york",1729
"9248",2020,9,30,"coronavirus vaccine",1716
"9249",2020,9,30,"coronavirus act",1677
"9250",2020,9,30,"donald trump",1620
"9251",2020,9,30,"19 test",1595
"9252",2020,9,30,"public health",1592
"9253",2020,9,30,"tested positive",1515
"9254",2020,9,30,"boris johnson",1462
"9255",2020,9,30,"19 testing",1460
"9256",2020,9,30,"covid19 cases",1404
"9257",2020,9,30,"200 000",1400
"9258",2020,9,30,"new coronavirus",1398
"9259",2020,9,30,"19 deaths",1358
"9260",2020,9,30,"casos coronavirus",1332
"9261",2020,9,30,"19 outbreak",1315
"9262",2020,9,30,"coronavirus covid",1311
"9263",2020,9,30,"protokol kesehatan",1267
"9264",2020,9,30,"social distancing",1244
"9265",2020,9,30,"30 09",1222
"9266",2020,9,30,"death toll",1215
"9267",2020,9,30,"due covid19",1188
"9268",2020,9,30,"24 horas",1182
"9269",2020,9,30,"19 di",1177
"9270",2020,9,30,"28 000",1161
"9271",2020,9,30,"last night",1121
"9272",2020,9,30,"second wave",1118
"9273",2020,9,30,"active cases",1109
"9274",2020,9,30,"19 patients",1104
"9275",2020,9,30,"cases covid",1101
"9276",2020,9,30,"via youtube",1087
"9277",2020,9,30,"19 tests",1072
"9278",2020,9,30,"gt gt",1069
"9279",2020,9,30,"positive coronavirus",1068
"9280",2020,9,30,"coronavirus outbreak",1058
"9281",2020,9,30,"19 via",1054
"9282",2020,10,1,"covid 19",147558
"9283",2020,10,1,"hope hicks",12039
"9284",2020,10,1,"tests positive",7048
"9285",2020,10,1,"positive coronavirus",6826
"9286",2020,10,1,"19 pandemic",5686
"9287",2020,10,1,"tested positive",5025
"9288",2020,10,1,"19 cases",4971
"9289",2020,10,1,"positive covid",4694
"9290",2020,10,1,"testes covid",4672
"9291",2020,10,1,"compra testes",4572
"9292",2020,10,1,"milhões doados",4371
"9293",2020,10,1,"da pandemia",4278
"9294",2020,10,1,"coronavirus covid19",4214
"9295",2020,10,1,"sua esposa",4190
"9296",2020,10,1,"doados compra",4146
"9297",2020,10,1,"auge da",4092
"9298",2020,10,1,"projeto sua",4086
"9299",2020,10,1,"esposa michelle",4053
"9300",2020,10,1,"hicks tests",4051
"9301",2020,10,1,"repassou dinheiro",3996
"9302",2020,10,1,"michelle auge",3954
"9303",2020,10,1,"19 repassou",3899
"9304",2020,10,1,"donald trump",3862
"9305",2020,10,1,"coronavirus pandemic",3858
"9306",2020,10,1,"dinheiro projeto",3841
"9307",2020,10,1,"senhor desviou",3749
"9308",2020,10,1,"professional mask",3739
"9309",2020,10,1,"coronavirus cases",3728
"9310",2020,10,1,"virus defeated",3690
"9311",2020,10,1,"recommends professional",3627
"9312",2020,10,1,"mask purchase",3625
"9313",2020,10,1,"purchase channel",3625
"9314",2020,10,1,"covid19 coronavirus",3618
"9315",2020,10,1,"finalidade milhões",3611
"9316",2020,10,1,"desviou finalidade",3610
"9317",2020,10,1,"jairbolsonaro senhor",3583
"9318",2020,10,1,"channel hoping",3572
"9319",2020,10,1,"hoping virus",3572
"9320",2020,10,1,"presidente jairbolsonaro",3522
"9321",2020,10,1,"white house",3450
"9322",2020,10,1,"aide hope",3426
"9323",2020,10,1,"getting worse",3299
"9324",2020,10,1,"fda approved",3241
"9325",2020,10,1,"google searches",3233
"9326",2020,10,1,"doctor friend",3223
"9327",2020,10,1,"friend recommends",3222
"9328",2020,10,1,"my doctor",3221
"9329",2020,10,1,"wear fda",3220
"9330",2020,10,1,"worse my",3219
"9331",2020,10,1,"approved google",3219
"9332",2020,10,1,"searches ushoparea",3219
"9333",2020,10,2,"covid 19",210326
"9334",2020,10,2,"donald trump",34949
"9335",2020,10,2,"tested positive",33223
"9336",2020,10,2,"positive covid",29267
"9337",2020,10,2,"positive coronavirus",27962
"9338",2020,10,2,"president trump",26019
"9339",2020,10,2,"first lady",24376
"9340",2020,10,2,"white house",15497
"9341",2020,10,2,"test positive",15397
"9342",2020,10,2,"tests positive",15236
"9343",2020,10,2,"realdonaldtrump flotus",14358
"9344",2020,10,2,"trump first",14185
"9345",2020,10,2,"trump coronavirus",11709
"9346",2020,10,2,"trump covid",11438
"9347",2020,10,2,"melania trump",11250
"9348",2020,10,2,"wear mask",8597
"9349",2020,10,2,"president donald",8090
"9350",2020,10,2,"positive covid19",7846
"9351",2020,10,2,"lady tested",7768
"9352",2020,10,2,"hope hicks",7742
"9353",2020,10,2,"trump tested",7389
"9354",2020,10,2,"testing positive",7381
"9355",2020,10,2,"19 diagnosis",7201
"9356",2020,10,2,"joe biden",7089
"9357",2020,10,2,"trump tests",7051
"9358",2020,10,2,"walter reed",6970
"9359",2020,10,2,"lady melania",6506
"9360",2020,10,2,"trump melania",6403
"9361",2020,10,2,"trump covid19",6208
"9362",2020,10,2,"professional mask",6129
"9363",2020,10,2,"covid19 coronavirus",5343
"9364",2020,10,2,"comfortable wear",5197
"9365",2020,10,2,"recommend professional",5132
"9366",2020,10,2,"coronavirus covid19",4838
"9367",2020,10,2,"19 test",4654
"9368",2020,10,2,"positivo covid",4626
"9369",2020,10,2,"wearing mask",4564
"9370",2020,10,2,"speedy recovery",4386
"9371",2020,10,2,"trump says",4272
"9372",2020,10,2,"lady test",4259
"9373",2020,10,2,"positivo coronavirus",4116
"9374",2020,10,2,"trump positive",4088
"9375",2020,10,2,"coronavirus diagnosis",4044
"9376",2020,10,2,"19 cases",3801
"9377",2020,10,2,"wash hands",3665
"9378",2020,10,2,"safe social",3644
"9379",2020,10,2,"coronavirus test",3643
"9380",2020,10,2,"google search",3641
"9381",2020,10,2,"search ushoparea",3620
"9382",2020,10,2,"19 pandemic",3437
"9383",2020,10,2,"covid19 trumphascovid",3425
"9384",2020,10,3,"covid 19",156742
